Audiomoth	Date	Sunset	TAfterSun	Temp	Wind	Rain	Moon	TimeSocial	Social_ID	Num_Parts	Social_Freq	Social_Len	Echo_ID	Pre_Avg_Freq	Pre_Call_Rate	Post_Avg_Freq	Post_Call_Rate
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.7	0.0221	Pippyg	52.2	9	53.5	13
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	17	0.0241	Pippyg	52.2	9	53.9	13
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.6	0.0241	Pippyg	52.5	10	53.8	15
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.9	0.0178	Pippyg	53.7	13	55	13
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.5	0.024	Pippyg	54.7	11	53.4	10
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	17.1	0.0188	Pippyg	52.8	13	53	13
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.6	0.0255	Pippyg	52.1	12	54.5	13
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	3	16.1	0.0202	Pippyg	52.6	11	54.6	15
16	26/08/2024	20:16	02:11	16.5	6.1	0	49	22:27	Pippyg	2	15.8	0.0135	Pippyg	53.9	12	54.4	16
16	26/08/2024	20:16	02:13	16.5	6.1	0	49	22:29	Pippyg	3	17.1	0.0192	Pippyg	54	11	52.9	9
16	26/08/2024	20:16	02:13	16.5	6.1	0	49	22:29	Pippyg	3	17	0.0202	Pippyg	53.6	8	53.4	11
16	26/08/2024	20:16	02:13	16.5	6.1	0	49	22:29	Pippyg	3	17.4	0.0231	Pippyg	53.1	12	53.3	10
16	26/08/2024	20:16	02:14	16.5	6.1	0	49	22:30	Pippyg	3	17.6	0.0209	Pippyg	52.7	11	52.6	12
16	26/08/2024	20:16	02:14	16.5	6.1	0	49	22:30	Pippyg	3	18.1	0.0199	Pippyg	54.1	14	54.7	15
16	26/08/2024	20:16	02:14	16.5	6.1	0	49	22:30	Pippyg	3	17.2	0.0199	Pippyg	53.6	8	53.8	10
